coef,se,t,p,ci_low,ci_high,cov,n_obs,se_ratio
-0.31922050044509226,0.017566337742749665,-18.172285260588673,0.0,-0.35364990875271035,-0.28479109213747417,classical,2198961,1.0
-0.31922050044509226,0.015933745504559668,-20.034241186652743,0.0,-0.3504500849993676,-0.28799091589081693,heteroskedasticity robust,2198961,0.9070613202308584
-0.31922050044509226,0.06874486735217918,-4.643553951595095,3.424863059153793e-06,-0.45395803889974906,-0.18448296199043548,clustered by household,2198961,3.913443334570574
