coef,se,t,p,ci_low,ci_high,signal,pct_change
-0.04681285334199328,0.006530596555967473,-7.168235388728313,7.907008381380365e-13,-0.059613493119634056,-0.03401221356435251,high,-4.573403143276389
0.06123198066227449,0.0069779084164934635,8.775119564129328,0.0,0.047554563710329886,0.0749093976142191,low,6.314551478341812
