hh,grp,first_day,last_day,n_days_any,n_days_full,dropped
MAC002461,Std,2012-04-30,2014-02-27,667,642.0,0
MAC002619,Std,2012-05-03,2014-02-27,665,641.0,0
MAC002651,Std,2012-05-04,2014-02-27,662,636.0,0
MAC002767,Std,2012-05-10,2013-09-17,495,474.0,1
MAC002807,Std,2012-05-10,2014-02-27,656,630.0,0
MAC002810,Std,2012-05-10,2014-02-27,655,631.0,0
MAC002904,Std,2012-07-02,2014-02-27,604,579.0,0
MAC003063,Std,2012-05-15,2014-02-27,654,629.0,0
MAC003232,Std,2012-09-17,2014-02-27,529,505.0,0
MAC003423,Std,2012-10-01,2014-02-27,513,488.0,0
MAC003493,Std,2012-12-15,2014-02-27,440,423.0,0
MAC003583,Std,2012-10-09,2014-02-27,507,486.0,0
MAC003621,Std,2012-10-11,2014-02-27,504,484.0,0
MAC003806,Std,2012-10-22,2014-02-27,494,472.0,0
MAC003841,Std,2012-10-23,2014-02-27,493,474.0,0
MAC003932,Std,2012-11-17,2014-02-27,467,447.0,0
MAC004212,Std,2012-05-23,2014-02-27,643,619.0,0
MAC004259,Std,2012-05-24,2014-02-27,643,618.0,0
MAC004297,Std,2012-05-24,2014-02-27,643,618.0,0
MAC004423,Std,2012-03-19,2014-02-27,709,680.0,0
MAC004580,Std,2011-12-28,2013-02-11,412,397.0,1
MAC004684,Std,2012-07-13,2014-02-27,593,570.0,0
MAC004785,Std,2012-04-04,2014-02-27,693,666.0,0
MAC004786,Std,2012-04-04,2014-02-27,693,665.0,0
MAC004888,Std,2012-01-12,2013-04-03,448,428.0,1
MAC004891,Std,2012-01-13,2014-02-27,777,746.0,0
MAC005002,Std,2012-01-27,2014-02-27,763,734.0,0
MAC005044,Std,2012-02-01,2014-02-27,758,730.0,0
MAC005061,Std,2012-05-29,2013-03-26,301,288.0,1
MAC005115,Std,2012-05-31,2014-02-27,612,589.0,0
MAC005116,Std,2012-05-31,2014-02-27,636,611.0,0
MAC005141,Std,2012-05-31,2014-02-27,637,614.0,0
MAC005168,Std,2012-06-01,2014-02-27,637,612.0,0
MAC005210,Std,2012-02-03,2014-02-27,756,728.0,0
MAC005357,Std,2012-02-22,2014-02-27,737,710.0,0
MAC005412,Std,2012-02-28,2014-02-27,731,706.0,0
MAC005450,Std,2012-04-16,2014-02-27,680,656.0,0
MAC005499,Std,2012-04-17,2014-02-27,681,657.0,0
MAC005532,Std,2012-04-17,2014-02-27,679,655.0,0
MAC000478,ToU,2012-03-23,2014-02-27,707,682.0,0
MAC000487,ToU,2012-03-23,2014-02-27,707,679.0,0
MAC000584,ToU,2012-04-12,2014-02-27,686,659.0,0
MAC000673,ToU,2012-04-18,2014-02-27,679,651.0,0
MAC001142,ToU,2012-05-09,2014-02-27,657,631.0,0
MAC001508,ToU,2012-05-22,2014-02-27,644,621.0,0
MAC001904,ToU,2012-06-08,2014-02-27,629,606.0,0
MAC002083,ToU,2012-06-15,2014-02-27,623,597.0,0
MAC003037,ToU,2012-05-15,2014-02-27,652,627.0,0
MAC003347,ToU,2012-09-26,2013-03-06,162,154.0,1
MAC003483,ToU,2012-10-03,2014-02-27,513,493.0,0
MAC003489,ToU,2012-10-04,2014-02-27,511,490.0,0
MAC003503,ToU,2012-10-04,2014-02-27,510,490.0,0
MAC003695,ToU,2012-10-16,2014-02-27,500,480.0,0
MAC003703,ToU,2012-10-17,2013-12-02,412,394.0,0
MAC004448,ToU,2012-03-20,2014-02-27,710,684.0,0
MAC004822,ToU,2012-04-05,2014-02-27,694,666.0,0
MAC004827,ToU,2012-04-05,2014-02-27,694,665.0,0
MAC005434,ToU,2012-04-14,2014-02-27,685,659.0,0
MAC000035,Std,2011-12-07,2014-02-27,813,782.0,0
MAC000036,Std,2011-12-07,2014-02-27,814,782.0,0
MAC000041,Std,2011-12-08,2014-02-27,813,771.0,0
MAC000083,Std,2011-12-10,2014-02-27,811,780.0,0
MAC000179,Std,2011-11-26,2014-02-27,825,795.0,0
MAC000181,Std,2011-11-26,2014-02-27,825,794.0,0
MAC000244,Std,2011-12-02,2014-02-27,819,786.0,0
MAC000311,Std,2012-03-06,2014-02-27,721,694.0,0
MAC000337,Std,2012-03-08,2014-02-27,722,691.0,0
MAC000373,Std,2012-03-12,2014-02-27,718,693.0,0
MAC000428,Std,2012-03-21,2014-02-27,709,682.0,0
MAC000504,Std,2012-03-26,2014-02-27,704,676.0,0
MAC000542,Std,2012-04-10,2014-02-27,689,664.0,0
MAC000571,Std,2012-04-12,2014-02-27,686,660.0,0
MAC000713,Std,2012-04-19,2014-02-27,679,651.0,0
MAC000749,Std,2012-04-20,2014-02-27,679,656.0,0
MAC000930,Std,2012-05-01,2014-02-27,666,641.0,0
MAC001220,Std,2012-05-12,2014-02-27,657,632.0,0
MAC001397,Std,2012-05-17,2014-02-27,651,621.0,0
MAC001731,Std,2012-06-01,2014-02-27,634,607.0,0
MAC001868,Std,2012-06-08,2014-02-27,626,597.0,0
MAC001870,Std,2012-06-08,2013-01-31,237,228.0,1
MAC001962,Std,2012-06-11,2014-02-27,627,599.0,0
MAC002074,Std,2012-06-16,2014-02-27,622,598.0,0
MAC002270,Std,2012-04-23,2014-02-27,676,648.0,0
MAC002302,Std,2012-04-24,2014-02-27,673,650.0,0
MAC002415,Std,2012-04-30,2014-02-27,667,641.0,0
MAC002416,Std,2012-04-30,2014-02-27,669,643.0,0
MAC002456,Std,2012-04-30,2014-02-27,668,643.0,0
MAC002782,Std,2012-05-10,2014-02-27,659,633.0,0
MAC002862,Std,2012-05-11,2014-02-27,658,634.0,0
MAC003290,Std,2012-09-24,2014-02-27,522,503.0,0
MAC003323,Std,2012-09-24,2014-02-27,520,502.0,0
MAC003640,Std,2012-10-12,2014-02-27,504,482.0,0
MAC003678,Std,2012-10-15,2014-02-27,500,480.0,0
MAC003772,Std,2012-10-19,2014-02-27,497,478.0,0
MAC003821,Std,2012-10-23,2013-12-08,412,397.0,0
MAC003920,Std,2012-10-26,2014-02-27,489,470.0,0
MAC003925,Std,2012-11-08,2014-02-27,477,456.0,0
MAC003965,Std,2012-07-06,2014-02-27,602,579.0,0
MAC003966,Std,2012-07-06,2014-02-27,602,580.0,0
MAC004028,Std,2012-07-06,2014-02-27,599,577.0,0
MAC004151,Std,2012-05-21,2014-02-27,648,623.0,0
MAC004316,Std,2012-05-25,2014-02-27,639,612.0,0
MAC004365,Std,2012-03-16,2014-02-27,710,685.0,0
MAC004398,Std,2012-03-19,2014-02-27,711,681.0,0
MAC004430,Std,2012-03-20,2014-02-27,710,685.0,0
MAC004492,Std,2011-12-19,2014-02-27,802,773.0,0
MAC004637,Std,2012-07-12,2014-02-27,596,572.0,0
MAC004766,Std,2012-04-03,2014-02-27,695,667.0,0
MAC004805,Std,2012-04-05,2014-02-27,693,659.0,0
MAC004806,Std,2012-04-05,2014-02-27,693,665.0,0
MAC004973,Std,2012-07-09,2014-02-27,599,578.0,0
MAC005215,Std,2012-02-04,2013-04-24,446,424.0,1
MAC005344,Std,2012-02-21,2014-01-31,711,683.0,0
MAC005548,Std,2012-04-19,2014-02-27,680,656.0,0
MAC005552,Std,2012-04-18,2014-02-27,680,656.0,0
MAC000819,ToU,2012-04-25,2014-02-27,672,647.0,0
MAC000821,ToU,2012-04-25,2014-02-27,671,646.0,0
MAC000994,ToU,2012-05-02,2014-02-27,665,640.0,0
MAC001118,ToU,2012-05-08,2014-02-27,659,635.0,0
MAC001410,ToU,2012-05-18,2014-02-27,651,627.0,0
MAC001680,ToU,2012-05-29,2014-02-27,636,614.0,0
MAC001686,ToU,2012-05-29,2014-02-27,639,611.0,0
MAC001778,ToU,2012-06-06,2014-02-27,630,605.0,0
MAC002472,ToU,2012-05-01,2014-02-27,667,640.0,0
MAC003247,ToU,2012-09-18,2014-02-27,528,509.0,0
MAC003259,ToU,2012-09-19,2014-02-27,526,506.0,0
MAC003736,ToU,2012-10-18,2014-02-27,498,475.0,0
MAC003960,ToU,2012-07-06,2014-02-27,602,580.0,0
MAC004640,ToU,2012-07-12,2014-02-27,594,570.0,0
MAC005281,ToU,2012-02-10,2013-03-26,411,395.0,1
MAC005557,ToU,2012-09-28,2014-02-27,518,497.0,0
MAC000011,Std,2012-10-22,2014-02-27,494,474.0,0
MAC000101,Std,2011-12-12,2014-02-27,809,780.0,0
MAC000252,Std,2011-12-03,2014-02-27,817,771.0,0
MAC000289,Std,2012-03-02,2014-02-27,728,700.0,0
MAC000412,Std,2012-03-21,2014-02-27,708,681.0,0
MAC000520,Std,2012-03-27,2014-02-27,703,678.0,0
MAC000553,Std,2012-04-11,2014-02-27,688,657.0,0
MAC000669,Std,2012-04-18,2014-02-27,679,650.0,0
MAC001018,Std,2012-05-02,2014-02-27,664,636.0,0
MAC001163,Std,2012-05-09,2014-02-27,658,626.0,0
MAC001271,Std,2012-05-14,2014-02-27,653,629.0,0
MAC001314,Std,2012-05-15,2014-02-27,648,620.0,0
MAC001350,Std,2012-05-17,2013-11-25,558,538.0,1
MAC001520,Std,2012-05-22,2014-02-27,645,621.0,0
MAC001555,Std,2012-05-22,2014-02-27,646,621.0,0
MAC001598,Std,2012-05-25,2014-02-27,642,617.0,0
MAC001641,Std,2012-05-28,2014-02-27,639,613.0,0
MAC001714,Std,2012-06-01,2014-02-27,635,612.0,0
MAC001824,Std,2012-06-07,2014-01-07,578,555.0,0
MAC001859,Std,2012-06-07,2014-02-27,628,602.0,0
MAC002109,Std,2012-06-17,2014-02-27,620,597.0,0
MAC002181,Std,2012-06-22,2014-02-27,616,592.0,0
MAC002239,Std,2012-04-21,2014-02-27,675,650.0,0
MAC002348,Std,2012-04-25,2014-02-27,674,651.0,0
MAC002450,Std,2012-04-30,2014-02-27,666,639.0,0
MAC002569,Std,2012-07-10,2014-02-27,597,576.0,0
MAC002571,Std,2012-07-10,2014-02-27,598,576.0,0
MAC002787,Std,2012-05-10,2014-02-27,657,629.0,0
MAC002825,Std,2012-05-11,2014-02-27,645,621.0,0
MAC003073,Std,2012-05-15,2014-02-27,654,629.0,0
MAC003131,Std,2012-05-16,2014-02-27,652,628.0,0
MAC003204,Std,2012-09-14,2014-02-27,527,506.0,0
MAC003242,Std,2012-09-18,2014-02-27,528,510.0,0
MAC003295,Std,2012-09-24,2014-02-27,522,500.0,0
MAC003296,Std,2012-09-24,2014-02-27,522,501.0,0
MAC003342,Std,2012-09-26,2014-02-27,520,495.0,0
MAC003386,Std,2012-09-28,2014-02-27,518,500.0,0
MAC003473,Std,2012-10-03,2014-02-27,513,493.0,0
MAC003479,Std,2012-10-03,2013-12-04,428,410.0,0
MAC003556,Std,2012-10-08,2014-02-27,508,489.0,0
MAC003667,Std,2012-10-15,2014-02-27,501,483.0,0
MAC003727,Std,2012-10-18,2014-02-27,497,474.0,0
MAC003730,Std,2012-10-18,2014-02-27,498,476.0,0
MAC003777,Std,2012-10-19,2014-01-07,446,429.0,0
MAC003780,Std,2012-10-19,2014-02-27,497,478.0,0
MAC003884,Std,2012-10-25,2014-02-27,491,474.0,0
MAC004138,Std,2012-05-21,2014-02-27,648,621.0,0
MAC004168,Std,2012-05-21,2014-02-27,646,624.0,0
MAC004274,Std,2012-05-24,2014-02-27,645,622.0,0
MAC004341,Std,2012-03-15,2014-02-27,715,687.0,0
MAC004416,Std,2012-03-19,2014-02-27,711,685.0,0
MAC004524,Std,2011-12-20,2014-02-27,801,773.0,0
MAC004743,Std,2012-04-02,2014-02-27,696,669.0,0
MAC004780,Std,2012-04-04,2014-02-27,694,666.0,0
MAC004873,Std,2012-01-03,2013-11-18,686,637.0,1
MAC004989,Std,2012-01-26,2014-02-27,764,735.0,0
MAC004992,Std,2012-01-27,2014-02-27,763,737.0,0
MAC005007,Std,2012-01-28,2014-02-27,762,733.0,0
MAC005202,Std,2012-02-03,2013-11-22,659,637.0,1
MAC005269,Std,2012-02-10,2014-02-27,747,713.0,0
MAC005270,Std,2012-02-10,2014-02-27,749,720.0,0
MAC005275,Std,2012-02-10,2014-02-27,749,722.0,0
MAC005276,Std,2012-02-10,2014-02-27,749,723.0,0
MAC005299,Std,2012-02-14,2014-02-27,745,716.0,0
MAC005317,Std,2012-02-16,2014-02-27,743,717.0,0
MAC005336,Std,2012-02-20,2014-02-27,739,714.0,0
MAC005417,Std,2012-02-29,2014-01-17,689,664.0,0
MAC005460,Std,2012-04-16,2014-02-27,681,655.0,0
MAC005493,Std,2012-04-17,2014-02-27,679,654.0,0
MAC000158,ToU,2011-11-24,2014-02-27,827,791.0,0
MAC000292,ToU,2012-03-02,2014-02-27,728,700.0,0
MAC000719,ToU,2012-04-19,2014-02-27,680,647.0,0
MAC000722,ToU,2012-04-19,2014-02-27,679,656.0,0
MAC000834,ToU,2012-04-26,2014-02-27,672,644.0,0
MAC000841,ToU,2012-04-26,2014-02-27,670,645.0,0
MAC000982,ToU,2012-05-02,2014-02-27,664,637.0,0
MAC001107,ToU,2012-05-08,2014-02-27,659,632.0,0
MAC002193,ToU,2012-06-23,2014-02-27,615,592.0,0
MAC002199,ToU,2012-06-25,2014-02-27,613,590.0,0
MAC002404,ToU,2012-04-30,2014-02-27,667,641.0,0
MAC003331,ToU,2012-09-25,2014-02-27,521,500.0,0
MAC004031,ToU,2012-07-06,2013-04-16,285,274.0,1
MAC004366,ToU,2012-03-16,2014-02-27,714,687.0,0
MAC004456,ToU,2011-12-16,2014-02-27,805,777.0,0
MAC004968,ToU,2012-01-24,2013-08-28,583,557.0,1
MAC005110,ToU,2012-05-30,2014-02-27,639,616.0,0
MAC005171,ToU,2012-06-01,2013-07-12,404,385.0,1
MAC005207,ToU,2012-02-03,2014-02-27,756,726.0,0
MAC000022,Std,2011-12-07,2014-02-27,814,782.0,0
MAC000091,Std,2011-12-12,2014-02-27,809,777.0,0
MAC000222,Std,2011-12-01,2014-02-27,820,783.0,0
MAC000306,Std,2012-03-05,2014-02-27,725,698.0,0
MAC000355,Std,2012-03-10,2014-02-27,720,694.0,0
MAC000388,Std,2012-03-13,2014-02-27,716,691.0,0
MAC000518,Std,2012-03-27,2014-02-27,703,677.0,0
MAC000547,Std,2012-04-10,2014-02-27,689,663.0,0
MAC000594,Std,2012-04-12,2014-02-27,685,658.0,0
MAC000698,Std,2012-04-18,2014-02-27,681,655.0,0
MAC000743,Std,2012-04-19,2014-02-27,678,651.0,0
MAC000813,Std,2012-04-25,2013-07-27,458,441.0,1
MAC000893,Std,2012-04-27,2014-02-27,672,642.0,0
MAC000915,Std,2012-04-27,2014-02-27,671,646.0,0
MAC000916,Std,2012-04-27,2014-02-27,671,645.0,0
MAC001000,Std,2012-05-02,2014-02-27,666,643.0,0
MAC001214,Std,2012-05-12,2014-02-27,655,631.0,0
MAC001306,Std,2012-05-14,2014-02-27,653,626.0,0
MAC001370,Std,2012-05-17,2014-02-27,651,626.0,0
MAC001415,Std,2012-05-18,2014-02-27,651,629.0,0
MAC001416,Std,2012-05-18,2014-02-27,651,625.0,0
MAC001474,Std,2012-05-21,2014-02-27,646,616.0,0
MAC001537,Std,2012-05-22,2013-09-25,489,469.0,1
MAC001791,Std,2012-06-06,2013-07-03,392,375.0,1
MAC001819,Std,2012-06-07,2014-02-27,628,606.0,0
MAC001920,Std,2012-06-09,2014-02-27,628,603.0,0
MAC002042,Std,2012-06-13,2014-02-27,622,597.0,0
MAC002047,Std,2012-06-15,2014-02-27,622,599.0,0
MAC002089,Std,2012-06-16,2014-02-27,622,567.0,0
MAC002129,Std,2012-06-18,2014-02-27,620,597.0,0
MAC002172,Std,2012-06-21,2014-02-27,617,593.0,0
MAC002224,Std,2012-06-30,2014-02-27,607,583.0,0
MAC002261,Std,2012-04-23,2014-02-27,676,652.0,0
MAC002313,Std,2012-04-24,2013-02-26,306,291.0,1
MAC002492,Std,2012-07-07,2014-02-27,601,580.0,0
MAC002531,Std,2012-07-09,2014-02-27,599,573.0,0
MAC002727,Std,2012-05-08,2014-02-27,632,608.0,0
MAC002815,Std,2012-05-11,2013-05-16,371,354.0,1
MAC002816,Std,2012-05-11,2014-02-27,656,631.0,0
MAC002975,Std,2012-07-03,2014-02-27,604,578.0,0
MAC002976,Std,2012-07-03,2013-01-08,190,183.0,1
MAC003056,Std,2012-05-15,2014-02-27,652,626.0,0
MAC003148,Std,2012-07-14,2014-02-27,593,567.0,0
MAC003225,Std,2012-09-17,2014-02-27,528,505.0,0
MAC003226,Std,2012-09-17,2014-02-27,529,504.0,0
MAC003367,Std,2012-09-27,2014-02-27,519,498.0,0
MAC003408,Std,2012-10-01,2014-02-27,513,494.0,0
MAC003499,Std,2012-10-04,2014-02-27,511,492.0,0
MAC003595,Std,2012-10-10,2014-02-27,505,483.0,0
MAC003596,Std,2012-10-10,2014-02-27,506,485.0,0
MAC003690,Std,2012-10-16,2014-02-27,500,482.0,0
MAC003805,Std,2012-10-22,2014-02-27,494,476.0,0
MAC003945,Std,2012-07-05,2014-02-27,602,579.0,0
MAC004267,Std,2012-05-24,2014-02-27,645,617.0,0
MAC004292,Std,2012-05-24,2014-02-27,642,612.0,0
MAC004415,Std,2012-03-19,2014-02-27,709,683.0,0
MAC004435,Std,2012-03-20,2013-03-26,372,358.0,1
MAC004478,Std,2011-12-19,2014-02-27,802,772.0,0
MAC004554,Std,2011-12-22,2014-02-27,799,765.0,0
MAC004601,Std,2012-07-11,2014-02-27,597,571.0,0
MAC004671,Std,2012-07-12,2014-02-27,595,571.0,0
MAC004718,Std,2012-03-29,2014-02-27,700,674.0,0
MAC004813,Std,2012-04-05,2014-02-27,694,668.0,0
MAC004834,Std,2012-04-10,2014-02-27,689,663.0,0
MAC004879,Std,2012-01-06,2014-02-27,784,756.0,0
MAC004914,Std,2012-01-19,2014-02-27,771,745.0,0
MAC005021,Std,2012-01-30,2014-02-27,760,734.0,0
MAC005052,Std,2012-05-29,2014-02-27,639,613.0,0
MAC005155,Std,2012-05-31,2014-02-27,636,609.0,0
MAC005156,Std,2012-05-31,2014-02-27,636,611.0,0
MAC005231,Std,2012-02-06,2014-02-27,753,726.0,0
MAC005428,Std,2012-04-14,2014-01-07,634,609.0,0
MAC001169,ToU,2012-05-09,2014-02-27,658,629.0,0
MAC001179,ToU,2012-05-09,2014-02-27,659,633.0,0
MAC001556,ToU,2012-05-22,2014-02-27,647,622.0,0
MAC002147,ToU,2012-06-19,2014-02-27,619,595.0,0
MAC002455,ToU,2012-04-30,2014-02-27,668,644.0,0
MAC002894,ToU,2012-07-02,2014-02-27,604,582.0,0
MAC002970,ToU,2012-07-03,2014-02-27,605,578.0,0
MAC003467,ToU,2012-10-03,2014-02-27,513,492.0,0
MAC003531,ToU,2012-10-08,2014-02-27,508,490.0,0
MAC003722,ToU,2012-10-17,2014-02-27,498,479.0,0
MAC000069,Std,2011-12-09,2014-02-27,812,781.0,0
MAC000117,Std,2011-12-14,2014-02-27,807,779.0,0
MAC000227,Std,2011-12-01,2014-02-27,820,785.0,0
MAC000297,Std,2012-03-02,2014-02-27,728,702.0,0
MAC000300,Std,2012-03-03,2014-02-27,727,700.0,0
MAC000356,Std,2012-03-10,2013-02-17,345,331.0,1
MAC000394,Std,2012-03-13,2014-02-27,717,686.0,0
MAC000482,Std,2012-03-23,2014-02-27,707,676.0,0
MAC000727,Std,2012-04-19,2014-02-27,679,653.0,0
MAC000795,Std,2012-04-25,2014-02-27,672,644.0,0
MAC000796,Std,2012-04-25,2014-02-27,672,643.0,0
MAC000907,Std,2012-04-27,2014-02-27,670,643.0,0
MAC000987,Std,2012-05-02,2014-02-27,664,640.0,0
MAC001225,Std,2012-05-14,2014-02-27,653,628.0,0
MAC001226,Std,2012-05-14,2014-02-27,652,626.0,0
MAC001260,Std,2012-05-14,2014-02-27,654,626.0,0
MAC001289,Std,2012-05-14,2014-02-27,654,628.0,0
MAC001292,Std,2012-05-14,2014-02-27,653,627.0,0
MAC001355,Std,2012-05-17,2014-02-27,651,626.0,0
MAC001356,Std,2012-05-17,2014-02-27,652,629.0,0
MAC001408,Std,2012-05-18,2014-02-27,648,623.0,0
MAC001481,Std,2012-05-22,2014-02-27,645,618.0,0
MAC001563,Std,2012-05-22,2014-02-27,645,620.0,0
MAC001813,Std,2012-06-06,2014-02-27,630,607.0,0
MAC001934,Std,2012-06-11,2014-02-27,623,597.0,0
MAC001967,Std,2012-06-11,2014-02-27,626,599.0,0
MAC002123,Std,2012-06-18,2014-02-27,620,596.0,0
MAC002233,Std,2012-04-21,2014-02-27,675,652.0,0
MAC002284,Std,2012-04-23,2014-02-27,674,647.0,0
MAC002307,Std,2012-04-24,2014-02-27,672,645.0,0
MAC002397,Std,2012-04-30,2014-01-07,616,592.0,0
MAC002477,Std,2012-05-01,2014-02-27,664,639.0,0
MAC002517,Std,2012-07-09,2014-02-27,597,576.0,0
MAC002557,Std,2012-07-09,2014-02-27,593,569.0,0
MAC002648,Std,2012-08-03,2014-02-27,573,553.0,0
MAC002671,Std,2012-05-04,2014-02-27,663,634.0,0
MAC002709,Std,2012-05-05,2014-02-27,661,636.0,0
MAC002714,Std,2012-05-08,2014-02-27,659,634.0,0
MAC002802,Std,2012-05-10,2014-02-27,657,628.0,0
MAC002841,Std,2012-05-11,2014-02-27,656,631.0,0
MAC002924,Std,2012-07-02,2014-02-27,604,580.0,0
MAC003032,Std,2012-05-15,2014-02-27,654,629.0,0
MAC003186,Std,2012-09-13,2014-02-27,532,505.0,0
MAC003237,Std,2012-09-18,2014-02-27,528,510.0,0
MAC003329,Std,2012-09-25,2014-02-27,521,501.0,0
MAC003378,Std,2012-09-27,2014-02-27,519,501.0,0
MAC003380,Std,2012-09-27,2014-02-27,519,498.0,0
MAC003564,Std,2012-10-09,2014-02-27,507,487.0,0
MAC003613,Std,2012-10-11,2014-02-27,505,483.0,0
MAC003645,Std,2012-10-12,2014-02-27,501,482.0,0
MAC003646,Std,2012-10-12,2014-02-27,504,485.0,0
MAC003709,Std,2012-10-17,2014-02-27,499,480.0,0
MAC003761,Std,2012-10-19,2014-02-27,493,473.0,0
MAC003795,Std,2012-10-22,2014-02-27,494,473.0,0
MAC003796,Std,2012-10-22,2014-02-27,494,477.0,0
MAC003800,Std,2012-10-22,2014-02-27,494,477.0,0
MAC003858,Std,2012-10-25,2014-02-27,491,474.0,0
MAC003861,Std,2012-10-25,2014-02-27,491,473.0,0
MAC003905,Std,2012-10-26,2014-02-27,490,469.0,0
MAC003906,Std,2012-10-26,2014-02-27,490,472.0,0
MAC003946,Std,2012-07-05,2013-11-21,505,486.0,1
MAC003950,Std,2012-07-05,2014-02-27,603,578.0,0
MAC003997,Std,2012-07-06,2014-02-27,602,581.0,0
MAC004044,Std,2012-07-06,2014-02-27,602,581.0,0
MAC004084,Std,2012-05-18,2014-01-14,607,586.0,0
MAC004238,Std,2012-05-23,2014-02-27,644,619.0,0
MAC004326,Std,2012-03-14,2014-02-27,716,686.0,0
MAC004410,Std,2012-03-19,2014-02-27,711,686.0,0
MAC004450,Std,2012-03-21,2014-02-27,709,680.0,0
MAC004518,Std,2011-12-20,2014-02-27,801,770.0,0
MAC004544,Std,2011-12-21,2014-02-21,794,766.0,0
MAC004585,Std,2012-07-10,2014-02-27,598,577.0,0
MAC004586,Std,2012-07-11,2014-02-27,597,572.0,0
MAC004632,Std,2012-07-11,2014-02-27,597,575.0,0
MAC004760,Std,2012-04-03,2014-02-27,695,670.0,0
MAC004800,Std,2012-04-04,2014-02-27,694,666.0,0
MAC004983,Std,2012-01-25,2014-02-27,765,738.0,0
MAC004997,Std,2012-01-27,2013-04-06,436,417.0,1
MAC005221,Std,2012-02-04,2014-02-27,755,727.0,0
MAC005335,Std,2012-02-20,2014-02-27,728,698.0,0
MAC005455,Std,2012-04-16,2014-02-27,682,657.0,0
MAC005456,Std,2012-04-16,2014-02-27,665,640.0,0
MAC000257,ToU,2011-12-05,2014-02-27,816,782.0,0
MAC000261,ToU,2011-12-05,2014-02-27,816,786.0,0
MAC000451,ToU,2012-03-23,2014-02-27,706,679.0,0
MAC000525,ToU,2012-03-28,2014-02-27,701,677.0,0
MAC000537,ToU,2012-04-10,2013-02-03,300,288.0,1
MAC000910,ToU,2012-04-27,2014-02-27,670,647.0,0
MAC001147,ToU,2012-05-09,2013-10-13,522,501.0,1
MAC001305,ToU,2012-05-14,2014-02-27,654,629.0,0
MAC001576,ToU,2012-05-25,2014-02-27,643,617.0,0
MAC001853,ToU,2012-06-07,2014-02-27,629,605.0,0
MAC002111,ToU,2012-06-17,2014-02-27,621,599.0,0
MAC002497,ToU,2012-07-07,2014-02-27,600,574.0,0
MAC002552,ToU,2012-07-09,2014-02-27,599,575.0,0
MAC002738,ToU,2012-05-08,2014-02-27,660,636.0,0
MAC004118,ToU,2012-05-19,2014-02-27,649,625.0,0
MAC000030,Std,2011-12-07,2014-02-27,814,782.0,0
MAC000127,Std,2011-12-15,2014-02-27,806,777.0,0
MAC000232,Std,2011-12-01,2014-02-27,820,785.0,0
MAC000332,Std,2012-03-07,2014-02-27,723,694.0,0
MAC000651,Std,2012-04-13,2014-02-27,682,648.0,0
MAC000768,Std,2012-04-20,2014-02-27,679,648.0,0
MAC000899,Std,2012-04-27,2014-02-27,671,647.0,0
MAC000971,Std,2012-05-01,2014-02-27,666,640.0,0
MAC001005,Std,2012-05-02,2013-03-26,326,311.0,1
MAC001048,Std,2012-05-03,2014-02-27,663,637.0,0
MAC001082,Std,2012-05-08,2013-02-26,288,276.0,1
MAC001188,Std,2012-05-11,2014-02-27,656,631.0,0
MAC001392,Std,2012-05-17,2014-02-27,652,624.0,0
MAC001494,Std,2012-05-22,2014-02-27,646,624.0,0
MAC001526,Std,2012-05-22,2014-02-27,645,622.0,0
MAC001569,Std,2012-05-23,2014-02-27,646,623.0,0
MAC001570,Std,2012-05-23,2014-02-27,646,621.0,0
MAC001601,Std,2012-05-25,2014-02-27,642,615.0,0
MAC001948,Std,2012-06-11,2014-02-27,592,571.0,0
MAC002035,Std,2012-06-16,2014-02-27,616,592.0,0
MAC002036,Std,2012-06-14,2014-02-27,623,596.0,0
MAC002251,Std,2012-04-23,2014-02-27,673,646.0,0
MAC002275,Std,2012-04-23,2012-10-28,189,181.0,1
MAC002276,Std,2012-04-23,2014-02-27,676,651.0,0
MAC002371,Std,2012-04-28,2014-02-27,668,639.0,0
MAC002410,Std,2012-04-30,2014-02-27,666,631.0,0
MAC002504,Std,2012-07-07,2014-02-27,601,577.0,0
MAC002548,Std,2012-07-09,2014-02-27,598,573.0,0
MAC002746,Std,2012-05-09,2014-02-27,658,632.0,0
MAC002867,Std,2012-05-11,2013-08-02,448,431.0,1
MAC003119,Std,2012-05-16,2014-02-27,651,624.0,0
MAC003220,Std,2012-09-17,2014-02-27,527,505.0,0
MAC003264,Std,2012-09-20,2014-02-27,526,505.0,0
MAC003394,Std,2012-09-28,2014-02-27,515,496.0,0
MAC003458,Std,2012-10-02,2014-02-27,514,494.0,0
MAC003462,Std,2012-10-02,2014-02-27,514,496.0,0
MAC003509,Std,2012-10-05,2014-02-27,511,490.0,0
MAC003681,Std,2012-10-16,2014-02-27,500,477.0,0
MAC003814,Std,2012-10-22,2014-02-27,493,474.0,0
MAC003926,Std,2012-11-08,2014-02-27,477,459.0,0
MAC003955,Std,2012-07-06,2014-02-27,602,578.0,0
MAC003956,Std,2012-07-06,2014-02-27,602,581.0,0
MAC004129,Std,2012-05-19,2014-02-27,650,617.0,0
MAC004217,Std,2012-05-23,2014-02-27,646,618.0,0
MAC004262,Std,2012-05-24,2014-02-27,645,621.0,0
MAC004310,Std,2012-05-25,2014-02-27,644,618.0,0
MAC004578,Std,2011-12-28,2013-08-15,597,571.0,1
MAC004645,Std,2012-07-12,2014-02-27,596,573.0,0
MAC004646,Std,2012-07-12,2014-02-27,595,573.0,0
MAC004749,Std,2012-04-02,2014-02-27,697,672.0,0
