coef,se,t,p,ci_low,ci_high,control_post_mean,pct_of_control,n_obs
-0.3228705092226449,0.07100947074449925,-4.546865451009661,5.454076120292584e-06,-0.4620488919260469,-0.1836921265192428,10.027322993223613,-3.219907341578986,75042
